ExceptionID,ProblemType,Severity,CustomerID,ProductID,RelatedDocument,EventDate,AmountExposure,Reason,RecommendedAction,OwnerRole
EX-AR-INV000187,Open AR / Cash Risk,High,C0045,,INV000187,2025-08-21,7845.63,Open amount with dunning level 2; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-AR-INV000049,Open AR / Cash Risk,Medium,C0028,,INV000049,2025-10-25,7579.77,Open amount with dunning level 2; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-AR-INV000160,Open AR / Cash Risk,Medium,C0023,,INV000160,2025-06-12,7287.31,Open amount with dunning level 1; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000191,ATP / Availability Issue,Medium,C0011,P0032,SO000191,2025-12-12,6883.06,ATP status Partial for requested date 2026-01-27,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000159,Late Or Short Delivery,High,C0011,P0032,DLV000159,2026-02-14,6883.06,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000026,Open AR / Cash Risk,Medium,C0012,,INV000026,2025-08-27,6522.84,Open amount with dunning level 1; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000196,ATP / Availability Issue,High,C0046,P0033,SO000196,2025-07-09,5530.14,ATP status Shortage for requested date 2025-07-20,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000163,Late Or Short Delivery,High,C0046,P0033,DLV000163,2025-08-18,5530.14,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000208,ATP / Availability Issue,High,C0012,P0014,SO000208,2025-03-07,5440.44,ATP status Shortage for requested date 2025-04-25,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000174,Late Or Short Delivery,High,C0012,P0014,DLV000174,2025-03-21,5440.44,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000037,Late Or Short Delivery,High,C0056,P0015,DLV000037,2025-05-10,4113.51,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000080,ATP / Availability Issue,Medium,C0043,P0017,SO000080,2026-02-08,1852.62,ATP status Partial for requested date 2026-03-03,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-CHURN-C0007,Customer Churn Risk,High,C0007,,C0007,2026-05-03,0.0,Risk score 55; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0030,Customer Churn Risk,High,C0030,,C0030,2026-05-03,0.0,Risk score 55; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0044,Customer Churn Risk,High,C0044,,C0044,2026-05-03,0.0,Risk score 55; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0003,Customer Churn Risk,Medium,C0003,,C0003,2026-05-03,0.0,Risk score 49; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0016,Customer Churn Risk,Medium,C0016,,C0016,2026-05-03,0.0,Risk score 49; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0020,Customer Churn Risk,Medium,C0020,,C0020,2026-05-03,0.0,Risk score 49; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0035,Customer Churn Risk,Medium,C0035,,C0035,2026-05-03,0.0,Risk score 49; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0001,Customer Churn Risk,Medium,C0001,,C0001,2026-05-03,0.0,Risk score 42; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0008,Customer Churn Risk,Medium,C0008,,C0008,2026-05-03,0.0,Risk score 42; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0026,Customer Churn Risk,Medium,C0026,,C0026,2026-05-03,0.0,Risk score 42; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0037,Customer Churn Risk,Medium,C0037,,C0037,2026-05-03,0.0,Risk score 42; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0015,Customer Churn Risk,Medium,C0015,,C0015,2026-05-03,0.0,Risk score 35; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0033,Customer Churn Risk,Medium,C0033,,C0033,2026-05-03,0.0,Risk score 35; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0041,Customer Churn Risk,Medium,C0041,,C0041,2026-05-03,0.0,Risk score 35; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-CHURN-C0060,Customer Churn Risk,Medium,C0060,,C0060,2026-05-03,0.0,Risk score 35; 999 days since last order; late/short=0; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
